stockcode,description,revenue,quantity,orders,customers,average_price,revenue_share
20685,DOOR MAT RED SPOT,15889.75,2485,412,245,6.394265593561368,0.07759942374333645
35004C,SET OF 3 COLOURED  FLYING DUCKS,15874.38,3035,355,112,5.230438220757825,0.0775243625785645
22759,SET OF 3 NOTEBOOKS IN PARCEL,15866.56,9380,795,472,1.6915309168443495,0.077486172708134
22837,HOT WATER BOTTLE BABUSHKA,15837.18,3398,436,210,4.660735726898175,0.07734269209518672
22690,DOORMAT HOME SWEET HOME BLUE,15836.35,2530,437,278,6.259426877470356,0.07733863869461673
23313,VINTAGE CHRISTMAS BUNTING,15798.66,2990,401,254,5.283832775919732,0.07715457523981811
22635,CHILDS BREAKFAST SET DOLLY GIRL,15795.01,1660,485,325,9.515066265060241,0.07713675004454046
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,15759.53,4353,447,238,3.6203836434642778,0.07696347937921133
84375,SET OF 20 KIDS COOKIE CUTTERS,15753.18,7575,796,389,2.0796277227722775,0.07693246842304334
22632,HAND WARMER RED RETROSPOT,15664.130000000001,7698,733,421,2.0348311249675244,0.07649758249441992
22193,RED DINER WALL CLOCK,15658.98,1850,616,265,8.464313513513513,0.07647243187642541
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,15645.27,2385,575,279,6.559861635220126,0.07640547751279345
22619,SET OF 6 SOLDIER SKITTLES,15560.09,3992,705,419,3.8978181362725453,0.07598949117477946
21891,TRADITIONAL WOODEN SKIPPING ROPE,15547.75,12142,835,483,1.2804933289408664,0.07592922736389555
48111,DOORMAT 3 SMILEY CATS,15437.73,2419,436,173,6.381864406779661,0.07539193202569061
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,15411.9,5026,997,383,3.066434540389972,0.07526578824650652
85014B,RED/WHITE DOTS RUFFLED UMBRELLA,15400.28,3456,416,247,4.456099537037037,0.0752090406385267
84378,SET OF 3 HEART COOKIE CUTTERS,15388.44,11637,1248,601,1.3223717452951793,0.07515121863521505
85014B,RED RETROSPOT UMBRELLA,15376.300000000001,2699,484,273,5.697035939236755,0.07509193154736006
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,15354.35,3759,685,383,4.084690077148178,0.07498473619493687
21094,SET/6 RED SPOTTY PAPER PLATES,15334.029999999999,19633,984,328,0.7810334640656038,0.07488550113519932
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,15324.35,4205,493,268,3.6443162901307966,0.07483822774059995
22940,FELTCRAFT CHRISTMAS FAIRY,15282.81,3491,586,392,4.377774276711544,0.07463536236749474
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,15275.82,17144,1086,578,0.8910300979934671,0.07460122589763424
21975,PACK OF 60 DINOSAUR CAKE CASES,15236.619999999999,31332,1303,543,0.48629579982126897,0.07440978818396733
21165,BEWARE OF THE CAT METAL SIGN,15167.38,9360,966,321,1.6204465811965811,0.07407164667135771
21217,RED RETROSPOT ROUND CAKE TINS,15123.2,1420,465,219,10.650140845070423,0.07385588855427089
20750,RED RETROSPOT MINI CASES,15118.47,2066,508,307,7.3177492739593415,0.0738327890546371
82582,AREA PATROLLED METAL SIGN,15110.980000000001,7479,796,258,2.0204546062307798,0.07379621077720433
35970,ZINC FOLKART SLEIGH BELLS,15072.58,8375,692,415,1.7997110447761193,0.07360867995565305
22946,WOODEN ADVENT CALENDAR CREAM,15060.57,976,275,152,15.430911885245902,0.07355002773776684
22606,WOODEN SKITTLES GARDEN SET,14881.94,1069,374,269,13.921365762394762,0.07267766756449337
22730,ALARM CLOCK BAKELIKE IVORY,14867.27,3702,746,289,4.016010264721772,0.07260602493032262
21770,OPEN CLOSED METAL SIGN,14807.300000000001,2991,651,423,4.950618522233367,0.07231315453010312
17003,BROCADE RING PURSE,14766.42,70369,456,215,0.20984268641020903,0.07211351234299333
22485,SET OF 2 WOODEN MARKET CRATES,14677.84,1101,419,280,13.331371480472297,0.07168092171348785
21912,VINTAGE SNAKES & LADDERS,14651.33,3734,828,447,3.9237627209426886,0.07155145707600545
21217,RED SPOTTY ROUND CAKE TINS,14646.039999999999,1484,463,277,9.869299191374662,0.07152562275189071
21380,WOODEN HAPPY BIRTHDAY GARLAND,14593.320000000002,5031,651,325,2.9006797853309485,0.0712681585614693
84050,PINK HEART SHAPE EGG FRYING PAN,14525.0,9853,715,308,1.4741703034608749,0.07093450997479267
84997D,CHILDRENS CUTLERY POLKADOT PINK,14493.640000000001,3666,358,208,3.9535297326786694,0.07078135980385916
22150,3 STRIPEY MICE FELTCRAFT,14486.55,7815,938,505,1.8536852207293666,0.0707467349724842
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,14438.97,3970,476,271,3.637020151133501,0.07051437256390583
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,14411.13,11120,815,278,1.2959649280575538,0.07037841271828116
22384,LUNCH BAG PINK RETROSPOT,14391.72,8914,810,375,1.614507516266547,0.07028362174832517
22352,LUNCH BOX WITH CUTLERY RETROSPOT,14348.82,5678,886,316,2.5270905248326874,0.07007411465862338
20748,KENSINGTON COFFEE SET,14266.98,1600,183,86,8.9168625,0.06967443959519226
21169,YOU'RE CONFUSING ME METAL SIGN,14262.61,8856,772,278,1.6105024841915085,0.06965309819701052
21955,DOORMAT UNION JACK GUNS AND ROSES,14236.9,2349,401,201,6.060834397616007,0.06952754045164378
23200,JUMBO BAG PEARS,14188.960000000001,7067,595,262,2.0077769916513373,0.0692934199416134
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,14076.34,10405,1114,490,1.3528438250840942,0.06874342720403256
22627,MINT KITCHEN SCALES,14016.8,1600,653,322,8.7605,0.06845265675832522
35400,WOODEN BOX ADVENT CALENDAR,13999.1,1435,419,241,9.755470383275261,0.06836621677026646
23343,JUMBO BAG VINTAGE CHRISTMAS,13972.710000000001,6078,476,286,2.298899308983218,0.06823733816660141
21257,VICTORIAN SEWING BOX MEDIUM,13968.48,1549,532,206,9.017740477727566,0.0682166804745399
22236,CAKE STAND 3 TIER MAGIC GARDEN,13965.519999999999,1127,421,251,12.391765749778171,0.06820222497371198
22271,FELTCRAFT DOLL ROSIE,13921.730000000001,4866,787,400,2.8610213727907934,0.06798837146653154
21668,RED STRIPE CERAMIC DRAWER KNOB,13912.17,10357,825,255,1.3432625277590036,0.0679416841057495
22366,DOORMAT AIRMAIL,13875.59,2085,429,200,6.654959232613909,0.06776304146376134
22295,HEART FILIGREE DOVE LARGE,13873.54,8411,706,381,1.6494519082154322,0.06775303005271499
21888,BINGO SET,13862.17,3520,825,444,3.9381164772727275,0.0676975033485213
22444,GROW YOUR OWN PLANT IN A CAN,13856.6,10132,453,249,1.3676075799447296,0.06767030161216607
21259,VICTORIAN SEWING BOX SMALL,13843.92,2293,655,300,6.03747056258177,0.067608377372133
21669,BLUE STRIPE CERAMIC DRAWER KNOB,13839.18,10578,805,262,1.308298355076574,0.06758522903634777
79323P,PINK CHERRY LIGHTS,13787.93,2281,265,132,6.044686540990794,0.06733494376018886
22621,TRADITIONAL KNITTING NANCY,13784.32,8726,875,507,1.5796837038734814,0.06731731390951698
22776,SWEETHEART CAKESTAND 3 TIER,13753.38,1378,526,347,9.980682148040637,0.06716621485694417
22109,FULL ENGLISH BREAKFAST PLATE,13750.11,3338,642,205,4.119266027561414,0.06715024543542146
23077,DOUGHNUT LIP GLOSS,13695.77,10395,344,217,1.3175343915343916,0.06688486978846583
47556B,TEA TIME TEA TOWELS,13691.02,5201,449,209,2.6323822341857337,0.06686167261652917
22191,IVORY DINER WALL CLOCK,13689.85,1659,500,282,8.251868595539483,0.06685595878681003
21871,SAVE THE PLANET MUG,13654.89,11492,779,299,1.1882083188304908,0.06668522760135605
48116,DOORMAT MULTICOLOUR STRIPE,13634.35,2350,257,112,5.801851063829788,0.06658491814628671
21390,FILIGRIS HEART WITH BUTTERFLY,13552.97,10937,588,280,1.2391853341867056,0.0661874895458221
22636,CHILDS BREAKFAST SET CIRCUS PARADE,13437.03,1618,489,312,8.304715698393078,0.06562128320596135
C2,CARRIAGE,13426.0,268,267,45,50.09701492537314,0.0655674169309168
23356,LOVE HOT WATER BOTTLE,13334.32,2359,476,316,5.652530733361594,0.06511968709446317
23207,LUNCH BAG ALPHABET DESIGN,13325.55,7830,740,377,1.7018582375478926,0.06507685778964534
22207,FRYING PAN UNION FLAG,13298.57,3103,480,189,4.285713825330325,0.064945097853045
23108,SET OF 10 LED DOLLY LIGHTS,13290.52,2219,372,271,5.989418657052727,0.06490578475113126
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,13272.39,10050,763,263,1.3206358208955222,0.06481724480856031
23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,13269.49,2841,405,195,4.670711017247448,0.06480308232464108
21098,CHRISTMAS TOILET ROLL,13263.93,8537,596,269,1.5536991917535434,0.0647759294244373
21704,BAG 250g SWIRLY MARBLES,13235.16,17175,568,287,0.7706061135371179,0.0646354278167282
21080,SET/20 RED RETROSPOT PAPER NAPKINS,13231.539999999999,15388,1181,493,0.859860930595269,0.06461774912990487
22846,BREAD BIN DINER STYLE RED,13213.97,822,344,189,16.07538929440389,0.06453194401181489
15044A,PINK PAPER PARASOL,13210.85,4964,250,116,2.6613315874294923,0.06451670713256384
48187,DOOR MAT NEW ENGLAND,13201.61,2023,464,253,6.525758774097874,0.06447158252862807
22356,CHARLOTTE BAG PINK POLKADOT,13172.0,11219,906,269,1.1740796862465461,0.06432697868419752
75049L,LARGE CIRCULAR MIRROR MOBILE,13153.8,13968,344,106,0.9417096219931271,0.06423809688856646
22580,ADVENT CALENDAR GINGHAM SACK,13141.08,2322,495,275,5.65937984496124,0.06417597730392761
21935,SUKI  SHOULDER BAG,13103.21,7127,921,234,1.8385309386838782,0.06399103479840297
22088,PAPER BUNTING COLOURED LACE,13076.880000000001,4399,619,266,2.972693794044101,0.0638624492116466
22553,PLASTERS IN TIN SKULLS,13013.15,7794,1090,507,1.6696369001796254,0.06355121641848353
22464,HANGING METAL HEART LANTERN,12985.31,7847,784,397,1.6548120300751878,0.06341525657285886
48129,DOORMAT TOPIARY,12927.53,2087,337,183,6.194312410158122,0.06313308128980596
84988,SET OF 72 PINK HEART PAPER DOILIES,12913.24,8305,1019,379,1.5548753762793497,0.06306329442939014
21906,PHARMACIE FIRST AID TIN,12879.460000000001,1786,424,214,7.211343784994401,0.06289832590980678
22766,PHOTO FRAME CORNICE,12864.25,4367,640,343,2.945786581177009,0.06282404612345795
22655,VINTAGE RED KITCHEN CABINET,12845.0,76,53,45,169.01315789473685,0.06273003653192509
22838,3 TIER CAKE TIN RED AND CREAM,12837.46,894,263,177,14.359574944071587,0.06269321407373507
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",12764.91,2384,498,174,5.3544085570469795,0.06233890779499695
22584,PACK OF 6 PANNETONE GIFT BOXES,12739.15,4989,571,408,2.55344758468631,0.06221310586887298
22947,WOODEN ADVENT CALENDAR RED,12704.15,1011,209,124,12.565924826904055,0.062042179338813244
22303,COFFEE MUG APPLES DESIGN,12701.630000000001,5439,540,266,2.3352877367163085,0.06202987262864895
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12654.71,8913,880,404,1.4198036575788173,0.061800733406066
22365,DOORMAT RESPECTABLE HOUSE,12524.1,1950,320,146,6.422615384615384,0.06116288443203449
22616,PACK OF 12 LONDON TISSUES,12460.16,39147,825,319,0.3182915676807929,0.060850626079691064
21535,RED RETROSPOT SMALL MILK JUG,12456.39,5057,814,379,2.4631975479533317,0.060832214850596054
62018,SOMBRERO,12450.85,9567,127,70,1.3014372321521899,0.06080515962269518
22623,BOX OF VINTAGE JIGSAW BLOCKS,12432.28,2312,541,334,5.3772837370242215,0.06071447088946062
22804,CANDLEHOLDER PINK HANGING HEART,12411.640000000001,4381,594,325,2.833060944989729,0.06061367307287682
22144,CHRISTMAS CRAFT LITTLE FRIENDS,12382.47,5134,704,392,2.4118562524347484,0.06047121801910988
85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,12363.970000000001,2967,302,184,4.167162116616111,0.06038087113893546
23174,REGENCY SUGAR BOWL GREEN,12342.43,3055,322,190,4.040075286415712,0.06027567806872155
21671,RED SPOT CERAMIC DRAWER KNOB,12339.32,9488,727,265,1.3005185497470488,0.06026049002562195
21156,RETROSPOT CHILDRENS APRON,12324.05,6631,634,335,1.8585507464937414,0.060185917222364445
22631,CIRCUS PARADE LUNCH BOX,12239.9,6271,662,270,1.9518258650932865,0.05977496100794939
85042,ANTIQUE LILY FAIRY LIGHTS,12234.56,2685,292,142,4.556633147113594,0.059748882503077416
15056P,EDWARDIAN PARASOL PINK,12228.92,2473,344,186,4.94497371613425,0.05972133891366208
22082,RIBBON REEL STRIPES DESIGN,12192.05,7267,957,512,1.6777280858676207,0.05954128002328199
21080,SET/20 RED SPOTTY PAPER NAPKINS,12185.39,15688,942,481,0.7767331718510964,0.0595087551464192
22301,COFFEE MUG CAT + BIRD DESIGN,12124.78,5009,643,273,2.420598921940507,0.059212759232507184
22192,BLUE DINER WALL CLOCK,12104.8,1426,543,260,8.488639551192145,0.05911518460191878
21670,BLUE SPOT CERAMIC DRAWER KNOB,12074.4,8845,767,260,1.365110231769361,0.05896672270152404
20969,RED FLORAL FELTCRAFT SHOULDER BAG,12066.52,3237,613,285,3.7276861291319126,0.05892823981418488
21937,STRAWBERRY   PICNIC BAG,12038.82,4100,657,286,2.9362975609756097,0.058792963674680454
84212,"ASSORTED FLOWER COLOUR ""LEIS""",11961.49,24794,277,140,0.4824348632733726,0.05841531371555132
84987,SET OF 36 TEATIME PAPER DOILIES,11864.15,8138,812,406,1.4578704841484393,0.05793994261737945
22729,ALARM CLOCK BAKELIKE ORANGE,11864.0,2999,612,236,3.9559853284428144,0.05793921007510777
22488,NATURAL SLATE RECTANGLE CHALKBOARD,11788.06,6905,808,426,1.7071774076755972,0.05756834834102957
23300,GARDENERS KNEELING PAD CUP OF TEA,11785.99,6809,758,351,1.7309428697312381,0.057558239257680326
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,11762.93,2883,465,228,4.080100589663545,0.05744562309244668
20750,RED/WHITE DOT MINI CASES,11748.16,1622,401,246,7.243008631319359,0.057373492096761465
22791,T-LIGHT GLASS FLUTED ANTIQUE,11728.69,9458,434,226,1.240081412560795,0.0572784081098968
22750,FELTCRAFT PRINCESS LOLA DOLL,11697.6,3125,647,362,3.7432320000000003,0.05712657651505232
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,11696.64,2381,356,215,4.912490550188996,0.05712188824451353
47567B,TEA TIME KITCHEN APRON,11683.27,2166,348,179,5.393938134810711,0.05705659431003071
21485,RED SPOT HEART HOT WATER BOTTLE,11670.66,2425,455,282,4.812643298969072,0.05699501192305775
22151,PLACE SETTING WHITE HEART,11609.19,27562,716,361,0.42120274290690085,0.056694816100121406
21326,AGED GLASS SILVER T-LIGHT HOLDER,11593.86,17770,643,307,0.6524400675295442,0.05661995027995524
23581,JUMBO BAG PAISLEY PARK,11581.83,5020,338,230,2.3071374501992032,0.056561200389766135
21260,FIRST AID TIN,11564.43,3512,534,303,3.292833143507973,0.05647622548625072
22508,DOORSTOP RETROSPOT HEART,11561.95,2880,697,400,4.014565972222223,0.05646411412069221
22468,BABUSHKA LIGHTS STRING OF 10,11542.6,1736,413,196,6.648963133640553,0.05636961616764488
48185,DOOR MAT FAIRY CAKE,11532.31,1727,386,181,6.677654892877823,0.056319363767807315
22637,PIGGY BANK RETROSPOT,11492.82,4478,598,329,2.566507369361322,0.05612650980574849
22663,JUMBO BAG DOLLY GIRL DESIGN,11465.29,5764,688,268,1.9891204024982652,0.05599206388081865
22649,STRAWBERRY FAIRY CAKE TEAPOT,11462.58,2286,482,198,5.014251968503937,0.055978829283776864
21172,PARTY METAL SIGN,11382.16,7685,971,420,1.4810878334417696,0.055586088953851025
22367,CHILDRENS APRON SPACEBOY DESIGN,11365.8,5734,846,450,1.9821764911056852,0.05550619301008596
21429,RED GINGHAM ROSE JEWELLERY BOX,11342.25,6359,997,418,1.7836530901085077,0.05539118387343148
22988,SOLDIERS EGG CUP,11238.45,9363,446,207,1.200304389618712,0.05488426462142573
22844,VINTAGE CREAM DOG FOOD CONTAINER,11199.64,1181,489,221,9.483183742591024,0.0546947315176652
21922,UNION STRIPE WITH FRINGE  HAMMOCK,11199.18,1443,388,204,7.761039501039501,0.05469248505469871
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,11184.890000000001,5785,499,208,1.9334295592048403,0.054622698194282886
22968,ROSE COTTAGE KEEPSAKE BOX,11184.82,1127,306,182,9.924418811002662,0.05462235634122277
47599A,PINK PARTY BAGS,11180.57,5967,369,202,1.8737338696162225,0.05460160097685836
22795,SWEETHEART RECIPE BOOK STAND,11175.81,1597,498,227,6.998002504696306,0.05457835496877023
21868,POTTING SHED TEA MUG,11163.64,9075,881,377,1.2301531680440771,0.05451892137246089
22417,PACK OF 60 SPACEBOY CAKE CASES,11159.9,21451,1103,521,0.5202508041583143,0.054500656651820224
21735,TWO DOOR CURIO CABINET,11112.85,853,262,139,13.027960140679953,0.054270882559268485
47591D,PINK FAIRY CAKE CHILDRENS APRON,11103.119999999999,5952,751,393,1.8654435483870966,0.05422336498391188
23170,REGENCY TEA PLATE ROSES,11097.25,6857,445,224,1.618382674639055,0.0541946981630133
22620,4 TRADITIONAL SPINNING TOPS,11073.45,8181,841,449,1.3535570223689037,0.054078468122572665
22834,HAND WARMER BABUSHKA DESIGN,11072.83,6792,592,297,1.630275323910483,0.05407544028118304
22768,FAMILY PHOTO FRAME CORNICE,11064.72,1158,354,243,9.55502590673575,0.054035834162360616
22198,LARGE POPCORN HOLDER,11063.4,6323,554,212,1.7497074173651748,0.054029387790369796
B,Adjust bad debt,11062.06,1,1,0,11062.06,0.05402284374607608
21155,RED RETROSPOT PEG BAG,11060.2,4003,605,247,2.762977766674994,0.054013760221907195
22130,PARTY CONE CHRISTMAS DECORATION,10991.21,9737,424,298,1.1288086679675464,0.05367683961308372
21844,RED RETROSPOT MUG,10986.43,3893,340,195,2.8220986385820703,0.0536534959326927
22694,WICKER STAR,10958.6,4893,858,484,2.239648477416718,0.053517584923219494
21210,SET OF 72 RETRO SPOT PAPER  DOILIES,10949.4,7671,554,292,1.427375831052014,0.05347265566388949
20828,GLITTER BUTTERFLY CLIPS,10940.48,4423,607,261,2.4735428442233776,0.053429093816799986
22668,PINK BABY BUNTING,10898.05,3587,579,296,3.0382074156676886,0.053221882026216125
22667,RECIPE BOX RETROSPOT,10891.7,3886,670,338,2.802804940813176,0.053190871070048155
21907,I'M ON HOLIDAY METAL SIGN,10866.220000000001,5163,771,381,2.1046329653302345,0.053066436556164664
22950,36 DOILIES VINTAGE CHRISTMAS,10823.97,7851,342,251,1.3786740542606037,0.052860103816306826
37370,RETRO COFFEE MUGS ASSORTED,10821.29,7145,492,184,1.514526242127362,0.0528470157277194
23209,LUNCH BAG VINTAGE DOILY,10797.0,6548,601,319,1.6489004276114845,0.052728392715857934
21086,SET/6 RED SPOTTY PAPER CUPS,10781.81,16658,843,311,0.6472451674870933,0.052654210601812
21210,SET OF 72 RETROSPOT PAPER  DOILIES,10777.789999999999,7447,607,313,1.4472660131596615,0.052634578468930854
22274,FELTCRAFT DOLL EMILY,10770.070000000002,3773,656,344,2.854510999204877,0.05259687696001484
22904,CALENDAR PAPER CUT DESIGN,10755.050000000001,3467,463,269,3.1021199884626482,0.05252352506054348
21035,SET/2 RED RETROSPOT TEA TOWELS,10684.210000000001,3335,503,191,3.2036611694152928,0.052177569763702566
21833,CAMOUFLAGE LED TORCH,10681.67,6239,444,210,1.7120804616124379,0.05216516538123537
21624,VINTAGE UNION JACK DOORSTOP,10641.15,1771,403,281,6.0085544889892715,0.05196728129557763
21974,SET OF 36 PAISLEY FLOWER DOILIES,10622.15,7046,808,355,1.5075432869713312,0.05187449260783091
22064,PINK DOUGHNUT TRINKET POT,10592.66,6606,693,213,1.60349076597033,0.05173047479721773
21524,DOOR MAT SPOTTY HOME SWEET HOME,10563.06,1772,286,170,5.96109480812641,0.051585919788938624
48111,DOOR MAT 3 SMILEY CATS,10532.27,1829,284,125,5.758485511208311,0.0514355532786375
22179,SET 10 LIGHTS NIGHT OWL,10509.880000000001,1518,396,165,6.923504611330699,0.051326209135550714
23209,LUNCH BAG DOILEY PATTERN,10502.19,6551,492,290,1.6031430315982294,0.05128865413508902
22302,COFFEE MUG PEARS  DESIGN,10492.45,4926,396,212,2.130014210312627,0.051241087723580964
22812,PACK 3 BOXES CHRISTMAS PANNETONE,10485.949999999999,4803,438,266,2.1832084114095354,0.051209344225141284
21121,SET/10 RED POLKADOT PARTY CANDLES,10451.93,8654,485,301,1.2077571065403283,0.05104320363792322
21890,S/6 WOODEN SKITTLES IN COTTON BAG,10451.6,3489,547,335,2.995586127830324,0.05104159204492552
23208,LUNCH BAG VINTAGE LEAF DESIGN,10441.91,6308,668,305,1.6553440076093848,0.05099426981417469
22418,10 COLOUR SPACEBOY PEN,10397.33,12290,585,331,0.8459991863303499,0.05077655825103003
21982,PACK OF 12 SUKI TISSUES,10395.88,32086,718,335,0.32400049865985164,0.050769477009070405
22174,PHOTO CUBE,10374.33,5122,557,178,2.0254451386177275,0.05066423510270505
22992,REVOLVER WOODEN RULER,10373.99,5233,348,217,1.9824173514236576,0.05066257467355591
22725,ALARM CLOCK BAKELIKE CHOCOLATE,10324.92,2518,549,217,4.100444797458301,0.05042293567841215
84997B,CHILDRENS CUTLERY RETROSPOT RED,10316.86,2634,262,157,3.916803340926348,0.050383573740346965
22120,WELCOME  WOODEN BLOCK LETTERS,10314.19,1018,367,196,10.131817288801573,0.05037053448791098
22089,PAPER BUNTING VINTAGE PAISLEY,10303.35,3506,552,290,2.938776383342841,0.0503175960997439
48194,DOOR MAT HEARTS,10298.44,1700,316,188,6.057905882352942,0.050293617549384086
22740,POLKADOT PEN,10293.71,12049,275,142,0.8543206905137355,0.0502705180497503
20724,RED SPOTTY CHARLOTTE BAG,10231.44,11534,780,282,0.887067799549159,0.049966415334698304
22380,TOY TIDY SPACEBOY,10217.66,4964,688,300,2.058352135374698,0.04989911911800621
23582,VINTAGE DOILY JUMBO BAG RED,10206.41,4802,259,186,2.1254498125780925,0.04984417844762985
