stockcode,description,revenue,sold_quantity,orders,customers,returned_quantity,return_value,return_rate,return_value_rate
20697,LITTLE GREEN MONSTER SOFT TOY,91.49999999999999,38,19,17,0.0,0.0,0.0,0.0
20698,LITTLE PINK MONSTER SOFT TOY,104.25,43,18,17,0.0,0.0,0.0,0.0
20699,MOUSEY LONG LEGS SOFT TOY,519.6,208,45,42,0.0,0.0,0.0,0.0
20700,GREEN CAT FLORAL CUSHION COVER,420.0,288,12,11,2.0,7.5,0.6944444444444444,1.7857142857142856
20701,PINK CAT FLORAL CUSHION COVER,397.5,282,13,12,0.0,0.0,0.0,0.0
20702,PINK PADDED MOBILE,3178.0,758,237,151,11.0,46.75,1.4511873350923483,1.4710509754562617
20703,BLUE PADDED SOFT MOBILE,1938.25,459,165,122,29.0,123.25,6.318082788671024,6.358828840448859
20704,MR ROBOT SOFT TOY,1200.95,345,64,60,4.0,27.8,1.1594202898550725,2.314834089679004
20705,MRS ROBOT SOFT TOY,972.5500000000001,269,49,47,1.0,1.95,0.37174721189591076,0.200503830137268
20707,CRAZY DAISY HEART DECORATION,914.12,1279,63,48,7.0,8.75,0.547302580140735,0.9572047433597339
20711,JUMBO BAG TOYS,20283.78,11326,671,326,38.0,70.30999999999999,0.33551121313791277,0.3466316436088342
20712,JUMBO BAG WOODLAND ANIMALS,29105.5,15709,915,387,251.0,447.61,1.5978101725125724,1.5378880280359382
20713,JUMBO BAG OWLS,35162.42,19463,920,371,252.0,448.97999999999996,1.2947644248060421,1.2768745723417216
20714,POSY SHOPPER BAG,586.25,1513,12,10,0.0,0.0,0.0,0.0
20715,LITTLE FLOWER SHOPPER BAG,424.0,400,1,1,400.0,424.0,100.0,100.0
20716,PARTY FOOD SHOPPER BAG,1705.8,1392,169,121,11.0,13.75,0.7902298850574714,0.8060733966467347
20717,STRAWBERRY SHOPPER BAG,6353.53,5335,500,283,125.0,137.25,2.343017806935333,2.160216446605273
20718,RED RETROSPOT SHOPPER BAG,6647.31,5596,469,280,58.0,71.74000000000001,1.0364546104360257,1.0792335546258562
20718,RED SPOTTY SHOPPER BAG,7711.95,6659,397,237,58.0,71.74000000000001,0.8710016518996846,0.930244620361906
20719,WOODLAND CHARLOTTE BAG,15030.64,19027,1062,365,135.0,106.82,0.7095180532926894,0.7106816476211258
20721,OWLS CHARLOTTE BAG,0.85,1,1,1,0.0,0.0,0.0,0.0
20723,STRAWBERRY CHARLOTTE BAG,11654.8,14542,988,356,187.0,157.78,1.2859304084720122,1.3537769845900403
20724,RED RETROSPOT CHARLOTTE BAG,12034.8,15168,908,390,321.0,252.82999999999998,2.1162974683544302,2.1008242762654965
20724,RED SPOTTY CHARLOTTE BAG,8468.4,10648,587,282,321.0,252.82999999999998,3.0146506386175806,2.985569883330972
20725,LUNCH BAG RED RETROSPOT,32137.5,20294,1520,605,931.0,1383.75,4.587562826451168,4.305717619603267
20725,LUNCH BAG RED SPOTTY,27237.6,17456,1059,499,931.0,1383.75,5.3334097158570115,5.080293417922284
20726,LUNCH BAG WOODLAND,33004.76,20916,1585,585,1015.0,1497.9500000000003,4.852744310575636,4.538587767340227
20727,LUNCH BAG  BLACK SKULL.,39904.0,25392,1997,705,1211.0,1778.9500000000003,4.7692186515437935,4.458074378508421
20728,LUNCH BAG CARS BLUE,36644.28,23304,1797,702,1140.0,1678.0000000000002,4.891864057672503,4.579159421333972
20729,RED SPOTTY CANDY BAG,1154.9,4626,67,39,22.0,27.5,0.4755728491137051,2.3811585418650965
20730,STRAWBERRY CANDY BAG,524.25,1659,41,34,11.0,13.75,0.6630500301386377,2.6227944682880304
20731,POSY CANDY BAG,1179.0,4100,46,40,55.0,58.3,1.3414634146341464,4.944868532654792
20733,GOLD MINI TAPE MEASURE,1123.7,1546,101,67,300.0,216.0,19.404915912031047,19.222212334252912
20734,SILVER MINI TAPE MEASURE,1079.85,1379,68,50,1.0,0.85,0.0725163161711385,0.0787146362920776
20735,BLACK MINI TAPE MEASURE,588.0,824,63,30,0.0,0.0,0.0,0.0
20736,PINK MINI TAPE MEASURE,230.1,286,18,18,0.0,0.0,0.0,0.0
20738,GREEN MINI TAPE MEASURE,1270.55,1585,65,46,0.0,0.0,0.0,0.0
20747,PICCADILLY TEA SET,4212.55,309,70,48,4.0,55.4,1.2944983818770228,1.3151179214490034
20748,KENSINGTON COFFEE SET,3371.25,359,114,86,0.0,0.0,0.0,0.0
20749,ASSORTED COLOUR MINI CASES,21169.64,2972,726,426,13.0,101.75000000000001,0.4374158815612382,0.4806411445825248
20750,RED RETROSPOT MINI CASES,14548.55,2021,479,307,20.0,144.6,0.9896091044037605,0.9939134827869444
20750,RED/WHITE DOT MINI CASES,11387.93,1587,388,246,20.0,144.6,1.260239445494644,1.2697654446418267
20751,FUNKY WASHING UP GLOVES ASSORTED,5652.120000000001,2736,408,264,3.0,6.300000000000001,0.10964912280701754,0.1114626016432772
20752,BLUE POLKADOT WASHING UP GLOVES,989.1,471,156,117,3.0,6.300000000000001,0.6369426751592357,0.6369426751592357
20752,RETRO BLUE SPOTTY WASHING UP GLOVES,1326.6000000000001,846,114,93,3.0,6.300000000000001,0.3546099290780142,0.47489823609226595
20753,RETRO PINK SPOT WASHING UP GLOVES,391.1,187,38,30,2.0,4.2,1.06951871657754,1.0738941447200203
20754,RETRO RED SPOTTY WASHING UP GLOVES,5747.46,3011,338,212,33.0,66.29999999999998,1.0959814015277316,1.1535530477811065
20754,RETROSPOT RED WASHING UP GLOVES,3581.76,1804,341,208,33.0,66.29999999999998,1.8292682926829267,1.8510452961672468
20755,BLUE PAISLEY POCKET BOOK,1031.0,5084,86,74,0.0,0.0,0.0,0.0
20756,GREEN FERN POCKET BOOK,816.7499999999999,5679,44,40,0.0,0.0,0.0,0.0
20757,RED DAISY POCKET BOOK,856.23,5301,55,49,0.0,0.0,0.0,0.0
20758,ABSTRACT CIRCLES POCKET BOOK,920.9,5378,74,61,1.0,0.85,0.01859427296392711,0.09230100988163753
20759,CHRYSANTHEMUM POCKET BOOK,863.5,5734,44,35,0.0,0.0,0.0,0.0
20760,GARDEN PATH POCKET BOOK,1270.2,5484,59,47,0.0,0.0,0.0,0.0
20761,BLUE PAISLEY SKETCHBOOK,1207.37,413,116,93,4.0,15.0,0.9685230024213075,1.2423697789410042
20762,GREEN FERN SKETCHBOOK,1171.71,416,111,88,4.0,15.0,0.9615384615384616,1.2801802493791126
20763,DAISY SKETCHBOOK,606.86,245,59,54,4.0,15.0,1.6326530612244898,2.471739775236463
20764,ABSTRACT CIRCLES SKETCHBOOK,1721.88,597,144,107,4.0,15.0,0.6700167504187605,0.8711408460519897
20765,CHRYSANTHEMUM SKETCHBOOK,1104.79,405,120,96,5.0,18.75,1.2345679012345678,1.6971551154518052
20766,GARDEN PATH SKETCHBOOK,1345.98,475,123,100,4.0,15.0,0.8421052631578947,1.1144296349128515
20767,BLUE PAISLEY JOURNAL,1546.52,750,148,112,7.0,17.85,0.9333333333333335,1.1542042779918786
20768,GREEN FERN JOURNAL,1357.81,702,117,98,0.0,0.0,0.0,0.0
20769,DAISY JOURNAL,708.47,403,61,48,0.0,0.0,0.0,0.0
20770,ABSTRACT CIRCLE JOURNAL,1831.2,902,113,94,10.0,20.1,1.1086474501108647,1.0976408912188729
20771,CHRYSANTHEMUM  JOURNAL,1051.96,551,112,91,6.0,15.3,1.0889292196007259,1.4544279250161603
20772,GARDEN PATH JOURNAL,1721.56,926,130,105,151.0,320.25000000000006,16.30669546436285,18.602314180162182
20773,BLUE PAISLEY NOTEBOOK,889.9499999999999,3303,95,78,1.0,1.65,0.030275507114744173,0.18540367436372832
20774,GREEN FERN NOTEBOOK,841.35,3419,76,68,1.0,1.65,0.029248318221702253,0.1961133891959351
20775,DAISY NOTEBOOK,749.85,3509,53,43,0.0,0.0,0.0,0.0
20776,ABSTRACT CIRCLES NOTEBOOK,698.55,3187,53,50,0.0,0.0,0.0,0.0
20777,CHRYSANTHEMUM NOTEBOOK,1016.25,3525,94,78,3.0,4.949999999999999,0.0851063829787234,0.4870848708487084
20778,GARDEN PATH NOTEBOOK,891.75,3595,80,66,3.0,4.949999999999999,0.08344923504867872,0.5550883095037846
20780,BLACK EAR MUFF HEADPHONES,857.6,174,58,35,1.0,5.49,0.5747126436781609,0.6401585820895522
20781,GOLD EAR MUFF HEADPHONES,373.17,77,41,34,6.0,32.94,7.792207792207792,8.827076131521826
20782,CAMOUFLAGE EAR MUFF HEADPHONES,556.25,101,51,39,7.0,38.43,6.9306930693069315,6.90876404494382
20783,HEART EAR MUFF HEADPHONES,658.26,130,34,20,4.0,21.119999999999997,3.076923076923077,3.2084586637498855
20784,RED RETRO BAR STOOL,970.7,26,8,6,1.0,39.95,3.8461538461538463,4.115586690017514
20785,FUSCHIA RETRO BAR STOOL,1657.8,44,17,14,1.0,39.95,2.272727272727273,2.4098202436964655
20786,BLACK RETRO BAR STOOL,830.9,22,9,9,2.0,79.9,9.090909090909092,9.616078950535565
20787,BLUE RETRO BAR STOOL,435.45000000000005,11,8,7,0.0,0.0,0.0,0.0
20791,BLUE TILED SET OF 3 DRAWERS,63.75,5,1,1,5.0,63.75,100.0,100.0
20793,BLUE TILED TRAY,402.75,273,15,13,5.0,33.75,1.8315018315018317,8.379888268156424
20794,BLUE  TILE HOOK,480.9,190,30,27,18.0,45.9,9.473684210526317,9.544603867747972
20795,LARGE BLUE PROVENCAL CERAMIC BALL,228.84,116,17,15,7.0,14.7,6.0344827586206895,6.42370214997378
20796,SMALL BLUE PROVENCAL CERAMIC BALL,145.2,88,13,11,0.0,0.0,0.0,0.0
20798,CLEAR MILKSHAKE GLASS,869.7,445,41,35,76.0,140.25,17.078651685393258,16.126250431183166
20799,PINK MILKSHAKE GLASS,215.5,167,13,11,8.0,29.46,4.790419161676647,13.670533642691415
20800,LARGE GLASS SUNDAE DISH CLEAR,258.2,996,2,2,0.0,0.0,0.0,0.0
20801,LARGE PINK GLASS SUNDAE DISH,845.86,902,69,61,32.0,24.0,3.5476718403547673,2.8373489702787693
20802,SMALL GLASS SUNDAE DISH CLEAR,1137.99,895,76,68,48.0,34.92,5.363128491620111,3.0685682650989903
20803,SMALL PINK GLASS SUNDAE DISH,680.91,1091,61,50,74.0,38.46,6.782768102658111,5.648323566991233
20804,GLASS CHICKEN BUTTER DISH,438.15,283,24,21,48.0,69.6,16.96113074204947,15.884970900376583
20812,EMBOSSED FLOWER TRELLIS PHOTO FRAME,12.75,5,3,3,0.0,0.0,0.0,0.0
20814,SILVER FINCH DECORATION,206.39000000000001,187,12,7,13.0,16.25,6.951871657754011,7.873443480788797
20816,GOLD FLOWER CUSHION COVER,123.6,24,7,5,5.0,33.75,20.833333333333336,27.305825242718445
20818,GOLD TEDDY BEAR,211.25,79,22,20,0.0,0.0,0.0,0.0
20819,SILVER TEDDY BEAR,543.71,208,50,39,0.0,0.0,0.0,0.0
20820,SILVER LOOKING MIRROR,54.45,11,8,6,0.0,0.0,0.0,0.0
20821,GOLDIE LOOKING MIRROR,128.70000000000002,26,10,10,14.0,69.30000000000001,53.84615384615385,53.84615384615385
20822,SILVER WINE GOBLET,9.3,2,1,1,2.0,9.3,100.0,100.0
20823,GOLD WINE GOBLET,513.2,248,17,14,4.0,18.6,1.6129032258064515,3.624318004676539
20825,GOLD WINE GLASS,1229.04,360,6,5,6.0,22.5,1.6666666666666667,1.830697129466901
20826,SILVER APERITIF GLASS,290.72,355,14,11,0.0,0.0,0.0,0.0
20827,GOLD APERITIF GLASS,209.36,173,8,5,0.0,0.0,0.0,0.0
20828,GLITTER BUTTERFLY CLIPS,9951.0,4220,499,261,30.0,76.5,0.7109004739336493,0.7687669580946638
20829,GLITTER HANGING BUTTERFLY STRING,9350.390000000001,4700,404,207,1094.0,1801.96,23.27659574468085,19.27149562745511
20830,SILVER PHOTO FRAME,501.59999999999997,296,46,36,11.0,27.32,3.7162162162162162,5.446570972886763
20831,GOLD PHOTO FRAME,594.84,394,51,34,6.0,12.6,1.5228426395939088,2.118216663304418
20832,RED FLOCK LOVE HEART PHOTO FRAME,994.0999999999999,1576,103,86,8.0,6.799999999999999,0.5076142131979695,0.6840358112865909
20833,SHAKER THROW  QUILTED,811.8,52,5,3,1.0,49.95,1.9230769230769231,6.1529933481153005
20835,FRENCH LATTICE CUSHION COVER,64.98,78,8,8,0.0,0.0,0.0,0.0
20836,FRENCH PAISLEY CUSHION COVER,250.00000000000003,224,22,18,24.0,45.36000000000001,10.714285714285714,18.144000000000002
20837,FRENCH FLORAL CUSHION COVER,188.07000000000002,165,18,17,0.0,0.0,0.0,0.0
20838,FRENCH LATTICE CUSHION COVER,387.29,391,39,36,12.0,10.2,3.0690537084398977,2.6336853520617622
20839,FRENCH PAISLEY CUSHION COVER,574.09,507,60,53,0.0,0.0,0.0,0.0
20840,FRENCH FLORAL CUSHION COVER,1170.83,813,60,50,219.0,365.85,26.937269372693727,31.247064048580924
20845,ZINC HEART LATTICE 2 WALL PLANTER,463.55,73,21,15,0.0,0.0,0.0,0.0
20846,ZINC HEART LATTICE T-LIGHT HOLDER,1627.97,1321,127,105,0.0,0.0,0.0,0.0
20847,ZINC HEART LATTICE CHARGER LARGE,266.25,71,20,17,1.0,7.62,1.4084507042253522,2.8619718309859152
20848,ZINC HEART LATTICE CHARGER SMALL,115.05000000000001,39,12,10,0.0,0.0,0.0,0.0
20849,ZINC HEART LATTICE DOUBLE PLANTER,566.1,670,20,15,0.0,0.0,0.0,0.0
20850,ZINC HEART LATTICE PLANTER BOWL,713.8000000000001,820,23,19,0.0,0.0,0.0,0.0
20851,ZINC HEART LATTICE TRAY OVAL,417.7,334,27,21,2.0,11.9,0.5988023952095809,2.848934642087623
20854,BLUE PATCH PURSE PINK HEART,581.15,363,83,66,15.0,24.75,4.132231404958678,4.258797212423643
20855,PINK PATCH PURSE BLUE HEART,234.29999999999998,142,47,41,1.0,1.65,0.7042253521126761,0.7042253521126761
20856,DENIM PATCH PURSE PINK BUTTERFLY,547.8,332,88,70,11.0,18.15,3.313253012048193,3.313253012048193
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,409.2,248,72,57,16.0,26.4,6.451612903225806,6.451612903225806
20858,SILVER PURSE GOLD PINK BUTTERFLY,6.6,4,1,1,0.0,0.0,0.0,0.0
20860,GOLD COSMETICS BAG WITH BUTTERFLY,39.900000000000006,19,10,10,0.0,0.0,0.0,0.0
20861,GOLD COSMETIC BAG PINK STAR,94.5,45,15,15,0.0,0.0,0.0,0.0
20862,PINK PATCH PENCIL CASE BLUE HEART,652.5300000000001,316,28,21,1.0,2.1,0.31645569620253167,0.3218242839409682
20863,BLUE PATCH PENCIL CASE PINK HEART,563.19,284,42,35,1.0,2.1,0.35211267605633806,0.372875938848346
20864,DENIM PATCH PENCIL CASE BUTTERFLY,483.33,247,26,20,1.0,2.1,0.4048582995951417,0.434485755074173
20865,PATCHWORK PENCIL CASE BUTTERFLY,485.49,247,30,24,82.0,145.47,33.198380566801625,29.96354198850646
20866,BLUE ROSE FABRIC MIRROR,972.29,963,87,76,120.0,127.2,12.461059190031152,13.08251653313312
20867,PINK ROSE FABRIC MIRROR,791.72,844,75,68,0.0,0.0,0.0,0.0
20868,SILVER FABRIC MIRROR,437.66,789,46,40,0.0,0.0,0.0,0.0
20869,GOLD FABRIC MIRROR,225.49,459,31,30,0.0,0.0,0.0,0.0
20870,OPULENT VELVET CANDLE IN BOX,39.300000000000004,26,4,4,1.0,2.1,3.8461538461538463,5.343511450381679
20871,OPULENT VELVET SET/3 CANDLES,1713.3,1202,76,72,2.0,4.2,0.16638935108153077,0.2451409560497286
20877,MODERN CHRISTMAS BAUBLE CANDLE,4.2,10,3,3,0.0,0.0,0.0,0.0
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,833.89,689,67,61,0.0,0.0,0.0,0.0
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,32.5,50,8,8,96.0,201.6,192.0,620.3076923076923
20881,MODERN CHRISTMAS TREE CANDLE,1.7,2,1,1,0.0,0.0,0.0,0.0
20882,MODERN CHRISTMAS TREE CANDLE,5.9,2,1,1,0.0,0.0,0.0,0.0
20884,MODERN CHRISTMAS TREE CANDLE,4.2,2,2,2,0.0,0.0,0.0,0.0
20885,BOX OF 3 PEBBLE CANDLES,2.95,1,1,1,1.0,2.95,100.0,100.0
20886,BOX OF 9 PEBBLE CANDLES,3161.4,1686,244,163,6.0,11.7,0.3558718861209964,0.3700892009869045
20887,BOX OF 6 PEBBLE CANDLES,17.25,5,4,4,0.0,0.0,0.0,0.0
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,499.81,359,11,10,0.0,0.0,0.0,0.0
20889,JARDIN DE FEMME SCENTED CANDLE,392.0,656,12,12,0.0,0.0,0.0,0.0
20890,SMALL GLASS ROSE SCENTED CANDLE,15.0,4,1,1,0.0,0.0,0.0,0.0
20891,LARGE GLASS ROSE SCENTED CANDLE,15.9,2,1,1,0.0,0.0,0.0,0.0
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,699.7,86,23,21,21.0,206.15,24.418604651162788,29.462626840074318
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,1210.3500000000001,538,63,41,111.0,234.45000000000005,20.63197026022305,19.37043004089726
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,650.45,227,60,47,6.0,16.9,2.643171806167401,2.5982012452917207
20895,VINTAGE NOTEBOOK FRENCH LETTER,47.20000000000001,16,4,3,0.0,0.0,0.0,0.0
20896,VINTAGE NOTEBOOK PINK FLOWER,112.10000000000001,38,13,13,0.0,0.0,0.0,0.0
20897,VINTAGE NOTEBOOK PARIS DAYS,613.9000000000001,298,37,29,12.0,35.400000000000006,4.026845637583892,5.766411467665743
20898,VINTAGE NOTEBOOK TRAVELOGUE,620.0500000000001,307,37,35,6.0,17.700000000000003,1.9543973941368076,2.8546084993145713
20899,VINTAGE NOTEBOOK RED ROSE,129.8,44,12,12,0.0,0.0,0.0,0.0
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,209.54999999999998,33,16,14,2.0,12.7,6.0606060606060606,6.0606060606060606
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,313.34999999999997,69,15,11,0.0,0.0,0.0,0.0
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,337.25,103,19,19,1.0,6.35,0.9708737864077669,1.882876204595997
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,38.1,6,3,3,0.0,0.0,0.0,0.0
20906,VINTAGE NOTEBOOK BEAUTY GIRL,227.15000000000003,77,28,25,0.0,0.0,0.0,0.0
20910,VINTAGE PHOTO ALBUM PARIS DAYS,488.79999999999995,80,28,11,0.0,0.0,0.0,0.0
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,787.05,295,30,26,0.0,0.0,0.0,0.0
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,21682.030000000002,7709,1003,442,400.0,1068.8000000000002,5.188740433259826,4.929427733473296
20914,SET/5 RED SPOTTY LID GLASS BOWLS,28513.300000000003,10526,787,357,400.0,1068.8000000000002,3.8001140034201026,3.7484261730490687
20931,BLUE POT PLANT CANDLE,1776.2500000000002,611,102,91,27.0,87.55000000000001,4.4189852700491,4.9289232934553135
20932,PINK POT PLANT CANDLE,932.0500000000001,305,56,54,17.0,55.75,5.573770491803279,5.981438764014806
20933,YELLOW POT PLANT CANDLE,1245.15,493,42,38,0.0,0.0,0.0,0.0
20934,SET/3 POT PLANT CANDLES,877.1500000000001,167,47,44,20.0,107.50000000000001,11.976047904191617,12.255600524425697
20935,ROUND CACTUS CANDLE,535.5500000000001,293,39,35,6.0,17.700000000000003,2.04778156996587,3.3050135374848284
20936,FORKED CACTUS CANDLE,704.33,309,55,42,9.0,25.750000000000004,2.912621359223301,3.6559567248306903
20939,ORANGE CANDLE,10.2,12,1,1,0.0,0.0,0.0,0.0
20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,312.55,113,18,15,36.0,106.2,31.858407079646017,33.97856342985122
20941,FROG CANDLE,719.62,928,69,54,47.0,41.35,5.064655172413793,5.746088213223646
20942,SET/6 GINGERBREAD TREE T-LIGHTS,7.5,6,4,4,1.0,1.25,16.666666666666664,16.666666666666664
20943,SET/6 GINGERBREAD STAR T-LIGHTS,415.0,332,48,46,1.0,1.25,0.30120481927710846,0.30120481927710846
20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,282.96999999999997,652,65,57,0.0,0.0,0.0,0.0
20952,PORCELAIN CHERUB BELL SMALL,134.82,321,20,19,260.0,119.16,80.99688473520249,88.38451268357811
20953,PORCELAIN CHERUB BELL LARGE,31.349999999999998,19,7,7,0.0,0.0,0.0,0.0
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,2538.43,2120,140,117,30.0,37.5,1.4150943396226416,1.4772910814952551
20957,PORCELAIN HANGING BELL SMALL,97.15,67,12,12,1.0,1.45,1.4925373134328357,1.4925373134328357
20958,PORCELAIN HANGING BELL LARGE,50.7,26,9,9,0.0,0.0,0.0,0.0
20960,WATERMELON BATH SPONGE,2169.95,1739,141,85,0.0,0.0,0.0,0.0
20961,STRAWBERRY BATH SPONGE,3850.66,3138,314,177,71.0,88.75,2.2625876354365837,2.304799696675375
20963,APPLE BATH SPONGE,3729.29,3038,293,168,10.0,12.5,0.32916392363396973,0.3351844452965578
20964,POLYESTER FILLER PAD 60x40cm,51.0,20,6,6,0.0,0.0,0.0,0.0
20966,SANDWICH BATH SPONGE,3182.0,2576,232,137,1.0,1.25,0.03881987577639751,0.03928346951602766
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,3771.09,1023,272,187,20.0,75.0,1.9550342130987293,1.9888149049744237
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,138.75,37,14,14,0.0,0.0,0.0,0.0
20969,RED FLORAL FELTCRAFT SHOULDER BAG,11155.41,3090,518,285,145.0,491.91,4.692556634304207,4.409609328567933
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,8796.77,2403,504,278,3.0,11.25,0.12484394506866417,0.1278878497448495
20971,PINK BLUE FELT CRAFT TRINKET BOX,23554.3,20500,1003,490,2571.0,2739.3199999999997,12.541463414634146,11.629808569985098
20972,PINK CREAM FELT CRAFT TRINKET BOX,23812.52,20064,1224,568,1497.0,1553.3899999999999,7.461124401913875,6.523417093192991
20973,12 PENCIL SMALL TUBE WOODLAND,5776.55,9091,514,309,7.0,4.55,0.07699923000769993,0.07876673793181051
20974,12 PENCILS SMALL TUBE SKULL,8049.150000000001,12699,684,370,612.0,397.79999999999995,4.819277108433735,4.942136747358416
20975,12 PENCILS SMALL TUBE RED RETROSPOT,6111.650000000001,9493,459,317,1483.0,858.3500000000001,15.622037290635205,14.04448880416909
20975,12 PENCILS SMALL TUBE RED SPOTTY,4998.05,7997,304,220,1483.0,858.3500000000001,18.544454170313866,17.17369774211943
20976,12 PENCILS SMALL TUBE POSY,336.7,518,64,51,0.0,0.0,0.0,0.0
20977,36 PENCILS TUBE WOODLAND,4357.64,3508,357,242,76.0,95.0,2.1664766248574687,2.180079125398151
20978,36 PENCILS TUBE SKULLS,4654.17,3789,396,253,18.0,22.5,0.4750593824228029,0.4834374335273529
20979,36 PENCILS TUBE RED RETROSPOT,5450.4400000000005,4516,316,214,390.0,463.18,8.635961027457927,8.49802951688304
20979,36 PENCILS TUBE RED SPOTTY,3882.29,3225,202,144,390.0,463.18,12.093023255813954,11.930587359522345
20980,36 PENCILS TUBE POSY,213.75,171,39,35,9.0,11.25,5.263157894736842,5.263157894736842
20981,12 PENCILS TALL TUBE WOODLAND,3691.47,4431,427,290,79.0,67.14999999999999,1.782893252087565,1.8190585322378345
20982,12 PENCILS TALL TUBE SKULLS,3899.93,4601,487,316,29.0,24.650000000000002,0.630297761356227,0.6320626267650958
20983,12 PENCILS TALL TUBE RED RETROSPOT,3229.71,3807,336,245,31.0,26.349999999999998,0.8142894667717363,0.8158627245170618
20983,12 PENCILS TALL TUBE RED SPOTTY,1878.1899999999998,2239,210,156,31.0,26.349999999999998,1.3845466726217062,1.4029464537666583
20984,12 PENCILS TALL TUBE POSY,1887.29,5821,225,178,216.0,44.760000000000005,3.710702628414362,2.371654594683382
20985,HEART CALCULATOR,2531.53,2131,216,162,44.0,54.43,2.0647583294228062,2.1500831512958567
20986,BLUE CALCULATOR RULER,1173.76,994,130,94,0.0,0.0,0.0,0.0
20987,GEISHA GIRL CHOPSTICKS SET/5,228.15,117,12,11,0.0,0.0,0.0,0.0
20988,TRELLIS FLOWER CHOPSTICKS SET/5,46.8,24,9,8,0.0,0.0,0.0,0.0
20989,URBAN CHIC CHOPSTICKS SET/5,744.15,397,48,29,2.0,3.9,0.5037783375314862,0.5240878855069542
20990,SPRING FLOWER CHOPSTICKS SET/5,1581.1499999999999,857,87,54,1.0,1.95,0.11668611435239205,0.1233279574992885
20991,JAZZ HEARTS MAGNETIC MEMO PAD,850.9000000000001,7058,16,12,0.0,0.0,0.0,0.0
20992,JAZZ HEARTS PURSE NOTEBOOK,3069.62,6030,377,222,0.0,0.0,0.0,0.0
20993,JAZZ HEARTS MEMO PAD,1305.49,10945,24,23,0.0,0.0,0.0,0.0
20994,JAZZ HEARTS SPIRAL NOTEPAD,39.949999999999996,47,12,12,0.0,0.0,0.0,0.0
20996,JAZZ HEARTS ADDRESS BOOK,1568.46,6123,270,179,14.0,5.88,0.22864608851869997,0.3748900195095827
20997,ROSE DU SUD CUSHION COVER,400.95,81,28,25,0.0,0.0,0.0,0.0
20998,ROSE DU SUD OVEN GLOVE,637.35,217,58,52,0.0,0.0,0.0,0.0
21000,ROSE DU SUD COSMETICS BAG,1493.0,616,40,37,0.0,0.0,0.0,0.0
21001,ROSE DU SUD WASHBAG,398.65000000000003,67,31,29,0.0,0.0,0.0,0.0
21002,ROSE DU SUD DRAWSTRING BAG,467.5,110,26,25,0.0,0.0,0.0,0.0
21003,ROSE DU SUD CUSHION COVER,139.7,22,11,10,0.0,0.0,0.0,0.0
21004,ROSE DU SUD CHILDRENS APRON,110.5,26,15,14,0.0,0.0,0.0,0.0
21004,ROSE DU SUD CHILDS APRON,335.75,79,33,28,0.0,0.0,0.0,0.0
21007,ETCHED GLASS DROPLET DECORATION,851.23,1905,39,36,0.0,0.0,0.0,0.0
21009,ETCHED GLASS STAR TREE DECORATION,1106.25,885,79,72,15.0,18.75,1.694915254237288,1.694915254237288
21010,ETCHED GLASS BIRD TREE DECORATION,1007.5,806,66,62,12.0,15.0,1.488833746898263,1.488833746898263
21011,GLITTER SNOW PEAR TREE DECORATION,1249.78,1774,101,84,3.0,4.35,0.16910935738444194,0.34806125878154553
21012,ANTIQUE ALL GLASS CANDLESTICK,2143.08,1470,141,112,5.0,10.5,0.3401360544217687,0.4899490452992889
21014,SWISS CHALET TREE DECORATION,737.66,1662,107,91,1.0,0.72,0.060168471720818295,0.09760594311742536
21015,DARK BIRD HOUSE TREE DECORATION,511.38999999999993,1431,90,80,4.0,1.16,0.2795248078266946,0.22683274995600228
21016,LIGHT BIRD HOUSE TREE DECORATION,538.92,804,65,58,4.0,1.68,0.4975124378109453,0.31173458027165446
21017,RED BIRD HOUSE TREE DECORATION,358.28,548,39,32,0.0,0.0,0.0,0.0
21018,BIRD BOX CHRISTMAS TREE DECORATION,175.95,207,37,30,0.0,0.0,0.0,0.0
21025,SPACE FROG,278.5,221,36,30,0.0,0.0,0.0,0.0
21026,SPACE OWL,493.62,396,55,48,0.0,0.0,0.0,0.0
21027,NINJA RABBIT PINK,339.3,276,46,39,0.0,0.0,0.0,0.0
21028,NINJA RABBIT BLACK,297.64,237,40,31,0.0,0.0,0.0,0.0
21030,SPACE CADET RED,272.37,219,39,37,0.0,0.0,0.0,0.0
